#
"rh(51)"	"Normalforce"	"DATAN(TANDJA(1,1))"	"a(1,1)"	"b(1,1)"	"BJA(2,1,1)+0,75"	"R0J(1,1)"	"c11"	"c22"	"c23"	"BJA(3,1,1)"	"Penetration"	"BJA(2,1,1)+0.75+rh(51)"
-1.1010000000e-02 6.6645644101e+04 2.5886313000e-02 6.5415200000e-03 3.6100300000e-03 7.7031559600e-01 4.2471058000e-01 5.0293066894e+00 4.7384483562e+00 2.4288636673e+00 -5.9730223000e-05 1.0916700000e-04 0.0000000000e+00
-1.1000000000e-02 6.6645762079e+04 2.5817853000e-02 6.5424800000e-03 3.6089200000e-03 7.7030588000e-01 4.2471085000e-01 5.0300948749e+00 4.7394715195e+00 2.4298395711e+00 -5.9809167000e-05 1.0913000000e-04 0.0000000000e+00
-1.0990000000e-02 6.6645874864e+04 2.5752236000e-02 6.5434400000e-03 3.6078200000e-03 7.7029615400e-01 4.2471112000e-01 5.0308749471e+00 4.7404874239e+00 2.4308166662e+00 -5.9888315000e-05 1.0909300000e-04 0.0000000000e+00
-1.0980000000e-02 6.6645982462e+04 2.5689481000e-02 6.5444000000e-03 3.6067300000e-03 7.7028641800e-01 4.2471139000e-01 5.0316571384e+00 4.7415011762e+00 2.4317843921e+00 -5.9967639000e-05 1.0905500000e-04 0.0000000000e+00
-1.0970000000e-02 6.6646084884e+04 2.5629602000e-02 6.5453700000e-03 3.6056500000e-03 7.7027667300e-01 4.2471167000e-01 5.0324337486e+00 4.7425055157e+00 2.4327371533e+00 -6.0047108000e-05 1.0901700000e-04 0.0000000000e+00
-1.0960000000e-02 6.6646182130e+04 2.5572619000e-02 6.5463600000e-03 3.6045800000e-03 7.7026691700e-01 4.2471194000e-01 5.0332022035e+00 4.7435085576e+00 2.4337010050e+00 -6.0126677000e-05 1.0897900000e-04 0.0000000000e+00
-1.0950000000e-02 6.6646274209e+04 2.5518547000e-02 6.5473800000e-03 3.6035100000e-03 7.7025715000e-01 4.2471221000e-01 5.0339944071e+00 4.7445315903e+00 2.4346804961e+00 -6.0206264000e-05 1.0894100000e-04 0.0000000000e+00
-1.0940000000e-02 6.6646361120e+04 2.5467404000e-02 6.5484600000e-03 3.6024400000e-03 7.7024737200e-01 4.2471248000e-01 5.0347924408e+00 4.7455682689e+00 2.4356800100e+00 -6.0285801000e-05 1.0890300000e-04 0.0000000000e+00
-1.0930000000e-02 6.6646442873e+04 2.5419203000e-02 6.5495600000e-03 3.6013800000e-03 7.7023758300e-01 4.2471275000e-01 5.0355977144e+00 4.7466139068e+00 2.4366694945e+00 -6.0365369000e-05 1.0886400000e-04 0.0000000000e+00
-1.0920000000e-02 6.6646519467e+04 2.5373960000e-02 6.5506800000e-03 3.6003200000e-03 7.7022778300e-01 4.2471302000e-01 5.0364036980e+00 4.7476611686e+00 2.4376802035e+00 -6.0445026000e-05 1.0882600000e-04 0.0000000000e+00
-1.0910000000e-02 6.6646590903e+04 2.5331691000e-02 6.5518000000e-03 3.5992700000e-03 7.7021797100e-01 4.2471329000e-01 5.0372117800e+00 4.7487113608e+00 2.4386814639e+00 -6.0524806000e-05 1.0878700000e-04 0.0000000000e+00
-1.0900000000e-02 6.6646657183e+04 2.5292410000e-02 6.5529200000e-03 3.5982300000e-03 7.7020814800e-01 4.2471357000e-01 5.0380116879e+00 4.7497490800e+00 2.4396732550e+00 -6.0604732000e-05 1.0874800000e-04 0.0000000000e+00
-1.0890000000e-02 6.6646718298e+04 2.5256136000e-02 6.5540400000e-03 3.5972000000e-03 7.7019831400e-01 4.2471384000e-01 5.0388034053e+00 4.7507743069e+00 2.4406661222e+00 -6.0684822000e-05 1.0870800000e-04 0.0000000000e+00
-1.0880000000e-02 6.6646774247e+04 2.5222882000e-02 6.5551400000e-03 3.5961800000e-03 7.7018846700e-01 4.2471411000e-01 5.0396022918e+00 4.7518066508e+00 2.4416500896e+00 -6.0765090000e-05 1.0866900000e-04 0.0000000000e+00
-1.0870000000e-02 6.6646825021e+04 2.5192666000e-02 6.5562300000e-03 3.5951800000e-03 7.7017860900e-01 4.2471438000e-01 5.0403763598e+00 4.7528102325e+00 2.4426093596e+00 -6.0845546000e-05 1.0862900000e-04 0.0000000000e+00
-1.0860000000e-02 6.6646870614e+04 2.5165503000e-02 6.5573100000e-03 3.5941900000e-03 7.7016873900e-01 4.2471464000e-01 5.0411395973e+00 4.7538033698e+00 2.4435646593e+00 -6.0926202000e-05 1.0858800000e-04 0.0000000000e+00
-1.0850000000e-02 6.6646911012e+04 2.5141410000e-02 6.5583700000e-03 3.5932200000e-03 7.7015885600e-01 4.2471491000e-01 5.0418907732e+00 4.7547800603e+00 2.4445007862e+00 -6.1007065000e-05 1.0854700000e-04 0.0000000000e+00
-1.0840000000e-02 6.6646946917e+04 2.5119977000e-02 6.5594100000e-03 3.5922600000e-03 7.7014896100e-01 4.2471518000e-01 5.0426438897e+00 4.7557483728e+00 2.4454279143e+00 -6.1088142000e-05 1.0850600000e-04 0.0000000000e+00
-1.0830000000e-02 6.6646984227e+04 2.5097686000e-02 6.5604400000e-03 3.5913200000e-03 7.7013905300e-01 4.2471545000e-01 5.0433669309e+00 4.7566929257e+00 2.4463302155e+00 -6.1169440000e-05 1.0846500000e-04 0.0000000000e+00
-1.0820000000e-02 6.6647024272e+04 2.5073739000e-02 6.5614400000e-03 3.5904100000e-03 7.7012913200e-01 4.2471572000e-01 5.0440714540e+00 4.7576046645e+00 2.4472086154e+00 -6.1250968000e-05 1.0842200000e-04 0.0000000000e+00
-1.0810000000e-02 6.6647067058e+04 2.5048128000e-02 6.5624200000e-03 3.5895100000e-03 7.7011919800e-01 4.2471599000e-01 5.0447726950e+00 4.7585130661e+00 2.4480779281e+00 -6.1332730000e-05 1.0838000000e-04 0.0000000000e+00
-1.0800000000e-02 6.6647112588e+04 2.5020845000e-02 6.5633700000e-03 3.5886300000e-03 7.7010925000e-01 4.2471626000e-01 5.0454591282e+00 4.7594069672e+00 2.4489334983e+00 -6.1414731000e-05 1.0833600000e-04 0.0000000000e+00
-1.0790000000e-02 6.6647160871e+04 2.4991880000e-02 6.5643000000e-03 3.5877800000e-03 7.7009928900e-01 4.2471652000e-01 5.0461192375e+00 4.7602658136e+00 2.4497594553e+00 -6.1496977000e-05 1.0829300000e-04 0.0000000000e+00
-1.0780000000e-02 6.6647211909e+04 2.4961226000e-02 6.5652100000e-03 3.5869500000e-03 7.7008931400e-01 4.2471679000e-01 5.0467670459e+00 4.7611028279e+00 2.4505659965e+00 -6.1579468000e-05 1.0824800000e-04 0.0000000000e+00
-1.0770000000e-02 6.6647265706e+04 2.4928874000e-02 6.5661100000e-03 3.5861600000e-03 7.7007932600e-01 4.2471706000e-01 5.0473975061e+00 4.7619201237e+00 2.4513481537e+00 -6.1662515000e-05 1.0820300000e-04 0.0000000000e+00
-1.0760000000e-02 6.6647322264e+04 2.4894816000e-02 6.5669800000e-03 3.5853800000e-03 7.7006932200e-01 4.2471733000e-01 5.0480116722e+00 4.7627103576e+00 2.4521054996e+00 -6.1745501000e-05 1.0815700000e-04 0.0000000000e+00
-1.0750000000e-02 6.6647381581e+04 2.4859047000e-02 6.5678100000e-03 3.5846300000e-03 7.7005930300e-01 4.2471759000e-01 5.0485890417e+00 4.7634644580e+00 2.4528336769e+00 -6.1828453000e-05 1.0811100000e-04 0.0000000000e+00
-1.0740000000e-02 6.6647443667e+04 2.4821553000e-02 6.5686300000e-03 3.5839100000e-03 7.7004927100e-01 4.2471786000e-01 5.0491681603e+00 4.7642119975e+00 2.4535476022e+00 -6.1911902000e-05 1.0806500000e-04 0.0000000000e+00
-1.0730000000e-02 6.6647508517e+04 2.4782329000e-02 6.5694500000e-03 3.5832200000e-03 7.7003922200e-01 4.2471813000e-01 5.0497156184e+00 4.7649302722e+00 2.4542416329e+00 -6.1995622000e-05 1.0801700000e-04 0.0000000000e+00
-1.0720000000e-02 6.6647576131e+04 2.4741367000e-02 6.5702400000e-03 3.5825600000e-03 7.7002915900e-01 4.2471839000e-01 5.0502595782e+00 4.7656307263e+00 2.4549113597e+00 -6.2079576000e-05 1.0796900000e-04 0.0000000000e+00
-1.0710000000e-02 6.6647646508e+04 2.4698659000e-02 6.5710200000e-03 3.5819400000e-03 7.7001908000e-01 4.2471866000e-01 5.0507653925e+00 4.7662906471e+00 2.4555458434e+00 -6.2163755000e-05 1.0792100000e-04 0.0000000000e+00
-1.0700000000e-02 6.6647719646e+04 2.4654197000e-02 6.5717900000e-03 3.5813400000e-03 7.7000898500e-01 4.2471892000e-01 5.0512663639e+00 4.7669366072e+00 2.4561656079e+00 -6.2248146000e-05 1.0787200000e-04 0.0000000000e+00
-1.0690000000e-02 6.6647795541e+04 2.4607974000e-02 6.5725500000e-03 3.5807700000e-03 7.6999887400e-01 4.2471919000e-01 5.0517483640e+00 4.7675604087e+00 2.4567709319e+00 -6.2332740000e-05 1.0782200000e-04 0.0000000000e+00
-1.0680000000e-02 6.6647874192e+04 2.4559981000e-02 6.5733000000e-03 3.5802300000e-03 7.6998874600e-01 4.2471945000e-01 5.0522113621e+00 4.7681620186e+00 2.4573511881e+00 -6.2417525000e-05 1.0777200000e-04 0.0000000000e+00
-1.0670000000e-02 6.6647955590e+04 2.4510213000e-02 6.5740400000e-03 3.5797200000e-03 7.6997860000e-01 4.2471972000e-01 5.0526604682e+00 4.7687465447e+00 2.4579063426e+00 -6.2502489000e-05 1.0772100000e-04 0.0000000000e+00
-1.0660000000e-02 6.6648039731e+04 2.4458661000e-02 6.5747700000e-03 3.5792400000e-03 7.6996843800e-01 4.2471998000e-01 5.0530956543e+00 4.7693088172e+00 2.4584469585e+00 -6.2587620000e-05 1.0767000000e-04 0.0000000000e+00
-1.0650000000e-02 6.6648126608e+04 2.4405319000e-02 6.5755100000e-03 3.5787800000e-03 7.6995825800e-01 4.2472025000e-01 5.0535156434e+00 4.7698579068e+00 2.4589720937e+00 -6.2672905000e-05 1.0761800000e-04 0.0000000000e+00
-1.0640000000e-02 6.6648214689e+04 2.4351118000e-02 6.5762500000e-03 3.5783600000e-03 7.6994806000e-01 4.2472051000e-01 5.0539152768e+00 4.7703743863e+00 2.4594773119e+00 -6.2758326000e-05 1.0756600000e-04 0.0000000000e+00
-1.0630000000e-02 6.6648300804e+04 2.4298010000e-02 6.5769900000e-03 3.5779600000e-03 7.6993784300e-01 4.2472078000e-01 5.0543124944e+00 4.7708900279e+00 2.4599726043e+00 -6.2843861000e-05 1.0751300000e-04 0.0000000000e+00
-1.0620000000e-02 6.6648384855e+04 2.4246063000e-02 6.5777500000e-03 3.5775800000e-03 7.6992760700e-01 4.2472104000e-01 5.0547073304e+00 4.7714005860e+00 2.4604573250e+00 -6.2929488000e-05 1.0746000000e-04 0.0000000000e+00
-1.0610000000e-02 6.6648466845e+04 2.4195282000e-02 6.5785200000e-03 3.5772400000e-03 7.6991735200e-01 4.2472130000e-01 5.0550791914e+00 4.7718814776e+00 2.4609270197e+00 -6.3015209000e-05 1.0740700000e-04 0.0000000000e+00
-1.0600000000e-02 6.6648546777e+04 2.4145673000e-02 6.5793000000e-03 3.5769200000e-03 7.6990707700e-01 4.2472157000e-01 5.0554408954e+00 4.7723542143e+00 2.4613811036e+00 -6.3101035000e-05 1.0735300000e-04 0.0000000000e+00
-1.0590000000e-02 6.6648624658e+04 2.4097239000e-02 6.5800800000e-03 3.5766300000e-03 7.6989678300e-01 4.2472183000e-01 5.0557962541e+00 4.7728126880e+00 2.4618148446e+00 -6.3186974000e-05 1.0729900000e-04 0.0000000000e+00
-1.0580000000e-02 6.6648700487e+04 2.4049987000e-02 6.5808700000e-03 3.5763700000e-03 7.6988646800e-01 4.2472209000e-01 5.0561324221e+00 4.7732496215e+00 2.4622437911e+00 -6.3273033000e-05 1.0724400000e-04 0.0000000000e+00
-1.0570000000e-02 6.6648774268e+04 2.4003922000e-02 6.5816600000e-03 3.5761400000e-03 7.6987613200e-01 4.2472236000e-01 5.0564519223e+00 4.7736671060e+00 2.4626417483e+00 -6.3359218000e-05 1.0718900000e-04 0.0000000000e+00
-1.0560000000e-02 6.6648846004e+04 2.3959049000e-02 6.5824400000e-03 3.5759400000e-03 7.6986577500e-01 4.2472262000e-01 5.0567624163e+00 4.7740672343e+00 2.4630248991e+00 -6.3445534000e-05 1.0713400000e-04 0.0000000000e+00
-1.0550000000e-02 6.6648915698e+04 2.3915373000e-02 6.5832200000e-03 3.5757700000e-03 7.6985539700e-01 4.2472288000e-01 5.0570562014e+00 4.7744478716e+00 2.4633981990e+00 -6.3531986000e-05 1.0707900000e-04 0.0000000000e+00
-1.0540000000e-02 6.6648983353e+04 2.3872898000e-02 6.5840000000e-03 3.5756400000e-03 7.6984499600e-01 4.2472315000e-01 5.0573191148e+00 4.7747956444e+00 2.4637301092e+00 -6.3618579000e-05 1.0702300000e-04 0.0000000000e+00
-1.0530000000e-02 6.6649048972e+04 2.3831629000e-02 6.5847700000e-03 3.5755300000e-03 7.6983457400e-01 4.2472341000e-01 5.0575871058e+00 4.7751393547e+00 2.4640574832e+00 -6.3705316000e-05 1.0696600000e-04 0.0000000000e+00
-1.0520000000e-02 6.6649112557e+04 2.3791571000e-02 6.5855300000e-03 3.5754700000e-03 7.6982412800e-01 4.2472367000e-01 5.0578125842e+00 4.7754337839e+00 2.4643387051e+00 -6.3792196000e-05 1.0691000000e-04 0.0000000000e+00
-1.0510000000e-02 6.6649174109e+04 2.3752729000e-02 6.5862800000e-03 3.5754300000e-03 7.6981365900e-01 4.2472393000e-01 5.0580379691e+00 4.7757241191e+00 2.4646259422e+00 -6.3879223000e-05 1.0685400000e-04 0.0000000000e+00
-1.0500000000e-02 6.6649233636e+04 2.3715105000e-02 6.5870200000e-03 3.5754400000e-03 7.6980316600e-01 4.2472419000e-01 5.0582259416e+00 4.7759702752e+00 2.4648564063e+00 -6.3966400000e-05 1.0679700000e-04 0.0000000000e+00
-1.0490000000e-02 6.6649291136e+04 2.3678705000e-02 6.5877400000e-03 3.5754800000e-03 7.6979264900e-01 4.2472446000e-01 5.0584073222e+00 4.7762010671e+00 2.4650775455e+00 -6.4053733000e-05 1.0674000000e-04 0.0000000000e+00
-1.0480000000e-02 6.6649346613e+04 2.3643533000e-02 6.5884600000e-03 3.5755600000e-03 7.6978210700e-01 4.2472472000e-01 5.0585577279e+00 4.7763988949e+00 2.4652677782e+00 -6.4141228000e-05 1.0668400000e-04 0.0000000000e+00
-1.0470000000e-02 6.6649400069e+04 2.3609592000e-02 6.5891600000e-03 3.5756800000e-03 7.6977154000e-01 4.2472498000e-01 5.0586976353e+00 4.7765731122e+00 2.4654383165e+00 -6.4228885000e-05 1.0662800000e-04 0.0000000000e+00
-1.0460000000e-02 6.6649451507e+04 2.3576887000e-02 6.5898600000e-03 3.5758500000e-03 7.6976094800e-01 4.2472524000e-01 5.0587923958e+00 4.7767009863e+00 2.4655570072e+00 -6.4316704000e-05 1.0657200000e-04 0.0000000000e+00
-1.0450000000e-02 6.6649501862e+04 2.3544826000e-02 6.5905500000e-03 3.5760700000e-03 7.6975032900e-01 4.2472550000e-01 5.0588599433e+00 4.7767948920e+00 2.4656506044e+00 -6.4404685000e-05 1.0651700000e-04 0.0000000000e+00
-1.0440000000e-02 6.6649553921e+04 2.3511634000e-02 6.5912200000e-03 3.5763300000e-03 7.6973968400e-01 4.2472577000e-01 5.0589272201e+00 4.7768702961e+00 2.4657244797e+00 -6.4492828000e-05 1.0646200000e-04 0.0000000000e+00
-1.0430000000e-02 6.6649607868e+04 2.3477189000e-02 6.5919000000e-03 3.5766500000e-03 7.6972901100e-01 4.2472603000e-01 5.0589428982e+00 4.7768941320e+00 2.4657516782e+00 -6.4581134000e-05 1.0640900000e-04 0.0000000000e+00
-1.0420000000e-02 6.6649663696e+04 2.3441490000e-02 6.5925700000e-03 3.5770200000e-03 7.6971831100e-01 4.2472629000e-01 5.0589415974e+00 4.7768891185e+00 2.4657431962e+00 -6.4669601000e-05 1.0635600000e-04 0.0000000000e+00
-1.0410000000e-02 6.6649721400e+04 2.3404534000e-02 6.5932400000e-03 3.5774500000e-03 7.6970758200e-01 4.2472655000e-01 5.0589014949e+00 4.7768449135e+00 2.4657042081e+00 -6.4758229000e-05 1.0630300000e-04 0.0000000000e+00
-1.0400000000e-02 6.6649780974e+04 2.3366319000e-02 6.5939000000e-03 3.5779300000e-03 7.6969682400e-01 4.2472681000e-01 5.0588495306e+00 4.7767769890e+00 2.4656295437e+00 -6.4847013000e-05 1.0625200000e-04 0.0000000000e+00
-1.0390000000e-02 6.6649842409e+04 2.3326845000e-02 6.5945700000e-03 3.5784700000e-03 7.6968603600e-01 4.2472707000e-01 5.0587664684e+00 4.7766626374e+00 2.4655293171e+00 -6.4935953000e-05 1.0620100000e-04 0.0000000000e+00
-1.0380000000e-02 6.6649905695e+04 2.3286111000e-02 6.5952400000e-03 3.5790800000e-03 7.6967521900e-01 4.2472733000e-01 5.0586407192e+00 4.7765060173e+00 2.4653671534e+00 -6.5025044000e-05 1.0615200000e-04 0.0000000000e+00
-1.0370000000e-02 6.6649970828e+04 2.3244114000e-02 6.5959200000e-03 3.5797500000e-03 7.6966437000e-01 4.2472759000e-01 5.0584890019e+00 4.7763081227e+00 2.4651794406e+00 -6.5114283000e-05 1.0610300000e-04 0.0000000000e+00
-1.0360000000e-02 6.6650037794e+04 2.3200856000e-02 6.5966300000e-03 3.5805000000e-03 7.6965348900e-01 4.2472786000e-01 5.0583086937e+00 4.7760739013e+00 2.4649553865e+00 -6.5203998000e-05 1.0605600000e-04 0.0000000000e+00
-1.0350000000e-02 6.6650106585e+04 2.3156335000e-02 6.5973200000e-03 3.5813100000e-03 7.6964257600e-01 4.2472812000e-01 5.0580998171e+00 4.7757996744e+00 2.4646909927e+00 -6.5293533000e-05 1.0600900000e-04 0.0000000000e+00
-1.0340000000e-02 6.6650177188e+04 2.3110552000e-02 6.5980300000e-03 3.5821900000e-03 7.6963163000e-01 4.2472838000e-01 5.0578534328e+00 4.7754790177e+00 2.4643851478e+00 -6.5383198000e-05 1.0596400000e-04 0.0000000000e+00
-1.0330000000e-02 6.6650249591e+04 2.3063507000e-02 6.5987400000e-03 3.5831500000e-03 7.6962065000e-01 4.2472864000e-01 5.0575707680e+00 4.7751182229e+00 2.4640387602e+00 -6.5473001000e-05 1.0592000000e-04 0.0000000000e+00
-1.0320000000e-02 6.6650323782e+04 2.3015201000e-02 6.5994700000e-03 3.5841800000e-03 7.6960963500e-01 4.2472890000e-01 5.0572608566e+00 4.7747110634e+00 2.4636509712e+00 -6.5562947000e-05 1.0587700000e-04 0.0000000000e+00
-1.0310000000e-02 6.6650399745e+04 2.2965636000e-02 6.6002000000e-03 3.5852900000e-03 7.6959858500e-01 4.2472916000e-01 5.0569147024e+00 4.7742638405e+00 2.4632121945e+00 -6.5653045000e-05 1.0583400000e-04 0.0000000000e+00
-1.0300000000e-02 6.6650477467e+04 2.2914812000e-02 6.6009400000e-03 3.5864900000e-03 7.6958749800e-01 4.2472942000e-01 5.0565259049e+00 4.7737560572e+00 2.4627275957e+00 -6.5743298000e-05 1.0579300000e-04 0.0000000000e+00
-1.0290000000e-02 6.6650556930e+04 2.2862733000e-02 6.6016900000e-03 3.5877800000e-03 7.6957637300e-01 4.2472969000e-01 5.0560842888e+00 4.7731877876e+00 2.4621867295e+00 -6.5833711000e-05 1.0575400000e-04 0.0000000000e+00
-1.0280000000e-02 6.6650638118e+04 2.2809401000e-02 6.6024400000e-03 3.5891600000e-03 7.6956521000e-01 4.2472995000e-01 5.0556077780e+00 4.7725714469e+00 2.4615847810e+00 -6.5924283000e-05 1.0571500000e-04 0.0000000000e+00
-1.0270000000e-02 6.6650721013e+04 2.2754818000e-02 6.6032000000e-03 3.5906200000e-03 7.6955400800e-01 4.2473021000e-01 5.0550977392e+00 4.7719080746e+00 2.4609474984e+00 -6.6015009000e-05 1.0567700000e-04 0.0000000000e+00
-1.0260000000e-02 6.6650804305e+04 2.2699842000e-02 6.6039600000e-03 3.5921800000e-03 7.6954276500e-01 4.2473047000e-01 5.0545337250e+00 4.7711733079e+00 2.4602390344e+00 -6.6105880000e-05 1.0564000000e-04 0.0000000000e+00
-1.0250000000e-02 6.6650885712e+04 2.2645981000e-02 6.6047100000e-03 3.5938300000e-03 7.6953148100e-01 4.2473073000e-01 5.0539324419e+00 4.7703979680e+00 2.4594963034e+00 -6.6196886000e-05 1.0560500000e-04 0.0000000000e+00
-1.0240000000e-02 6.6650965204e+04 2.2593263000e-02 6.6054700000e-03 3.5955800000e-03 7.6952015400e-01 4.2473099000e-01 5.0532747948e+00 4.7695442570e+00 2.4586770513e+00 -6.6288018000e-05 1.0557000000e-04 0.0000000000e+00
-1.0230000000e-02 6.6651042791e+04 2.2541690000e-02 6.6062300000e-03 3.5974200000e-03 7.6950878400e-01 4.2473126000e-01 5.0525723981e+00 4.7686328095e+00 2.4577972815e+00 -6.6379265000e-05 1.0553600000e-04 0.0000000000e+00
-1.0220000000e-02 6.6651118486e+04 2.2491260000e-02 6.6069800000e-03 3.5993500000e-03 7.6949736800e-01 4.2473152000e-01 5.0518329912e+00 4.7676760637e+00 2.4568731537e+00 -6.6470613000e-05 1.0550300000e-04 0.0000000000e+00
-1.0210000000e-02 6.6651192304e+04 2.2441972000e-02 6.6077200000e-03 3.6013900000e-03 7.6948590700e-01 4.2473178000e-01 5.0510337001e+00 4.7666375098e+00 2.4558843316e+00 -6.6562049000e-05 1.0547100000e-04 0.0000000000e+00
-1.0200000000e-02 6.6651264257e+04 2.2393824000e-02 6.6084700000e-03 3.6035200000e-03 7.6947439700e-01 4.2473205000e-01 5.0501925018e+00 4.7655497115e+00 2.4548298904e+00 -6.6653627000e-05 1.0543900000e-04 0.0000000000e+00
-1.0190000000e-02 6.6651334362e+04 2.2346814000e-02 6.6092000000e-03 3.6057400000e-03 7.6946284000e-01 4.2473231000e-01 5.0493121131e+00 4.7644039800e+00 2.4537371245e+00 -6.6745175000e-05 1.0540800000e-04 0.0000000000e+00
-1.0180000000e-02 6.6651402630e+04 2.2300940000e-02 6.6099300000e-03 3.6080600000e-03 7.6945123200e-01 4.2473257000e-01 5.0483786119e+00 4.7631931773e+00 2.4525744576e+00 -6.6836757000e-05 1.0537700000e-04 0.0000000000e+00
-1.0170000000e-02 6.6651469076e+04 2.2256199000e-02 6.6106600000e-03 3.6104700000e-03 7.6943957300e-01 4.2473284000e-01 5.0474061295e+00 4.7619256290e+00 2.4513523089e+00 -6.6928339000e-05 1.0534700000e-04 0.0000000000e+00
-1.0160000000e-02 6.6651533718e+04 2.2212587000e-02 6.6113800000e-03 3.6129800000e-03 7.6942786200e-01 4.2473310000e-01 5.0463783266e+00 4.7606006113e+00 2.4500766354e+00 -6.7019894000e-05 1.0531700000e-04 0.0000000000e+00
-1.0150000000e-02 6.6651596571e+04 2.2170100000e-02 6.6121000000e-03 3.6155900000e-03 7.6941609600e-01 4.2473336000e-01 5.0453029356e+00 4.7592010226e+00 2.4487420902e+00 -6.7111395000e-05 1.0528800000e-04 0.0000000000e+00
-1.0140000000e-02 6.6651657649e+04 2.2128734000e-02 6.6128100000e-03 3.6182900000e-03 7.6940427500e-01 4.2473363000e-01 5.0441915775e+00 4.7577575763e+00 2.4473542651e+00 -6.7202812000e-05 1.0525800000e-04 0.0000000000e+00
-1.0130000000e-02 6.6651716973e+04 2.2088482000e-02 6.6135300000e-03 3.6210900000e-03 7.6939239700e-01 4.2473389000e-01 5.0430202726e+00 4.7562429460e+00 2.4459024802e+00 -6.7294117000e-05 1.0522900000e-04 0.0000000000e+00
-1.0120000000e-02 6.6651774559e+04 2.2049339000e-02 6.6142400000e-03 3.6239700000e-03 7.6938046000e-01 4.2473416000e-01 5.0418272430e+00 4.7546929645e+00 2.4444080108e+00 -6.7385278000e-05 1.0519900000e-04 0.0000000000e+00
-1.0110000000e-02 6.6651830423e+04 2.2011300000e-02 6.6149500000e-03 3.6269500000e-03 7.6936846400e-01 4.2473443000e-01 5.0405822299e+00 4.7530794530e+00 2.4428658960e+00 -6.7476262000e-05 1.0516900000e-04 0.0000000000e+00
-1.0100000000e-02 6.6651884587e+04 2.1974356000e-02 6.6156600000e-03 3.6300300000e-03 7.6935640600e-01 4.2473469000e-01 5.0392955100e+00 4.7513976439e+00 2.4412558016e+00 -6.7567034000e-05 1.0513800000e-04 0.0000000000e+00
-1.0090000000e-02 6.6651937067e+04 2.1938501000e-02 6.6163700000e-03 3.6331900000e-03 7.6934428500e-01 4.2473496000e-01 5.0379446820e+00 4.7496790080e+00 2.4396084528e+00 -6.7657560000e-05 1.0510700000e-04 0.0000000000e+00
-1.0080000000e-02 6.6651987885e+04 2.1903725000e-02 6.6170900000e-03 3.6364400000e-03 7.6933209900e-01 4.2473523000e-01 5.0366140840e+00 4.7479035020e+00 2.4379084544e+00 -6.7747802000e-05 1.0507500000e-04 0.0000000000e+00
-1.0070000000e-02 6.6652038676e+04 2.1868913000e-02 6.6178100000e-03 3.6397900000e-03 7.6931984800e-01 4.2473549000e-01 5.0351970466e+00 4.7460655124e+00 2.4361515427e+00 -6.7837732000e-05 1.0504200000e-04 0.0000000000e+00
-1.0060000000e-02 6.6652092656e+04 2.1831854000e-02 6.6185200000e-03 3.6432200000e-03 7.6930752700e-01 4.2473576000e-01 5.0337291474e+00 4.7441935373e+00 2.4343533631e+00 -6.7927339000e-05 1.0500800000e-04 0.0000000000e+00
-1.0050000000e-02 6.6652149871e+04 2.1792506000e-02 6.6192400000e-03 3.6467400000e-03 7.6929513700e-01 4.2473603000e-01 5.0322317266e+00 4.7422554426e+00 2.4325033222e+00 -6.8016607000e-05 1.0497300000e-04 0.0000000000e+00
-1.0040000000e-02 6.6652210273e+04 2.1750888000e-02 6.6199400000e-03 3.6503600000e-03 7.6928267500e-01 4.2473630000e-01 5.0307139515e+00 4.7402650365e+00 2.4305980476e+00 -6.8105522000e-05 1.0493800000e-04 0.0000000000e+00
-1.0030000000e-02 6.6652273815e+04 2.1707021000e-02 6.6206300000e-03 3.6540700000e-03 7.6927013900e-01 4.2473657000e-01 5.0291321730e+00 4.7382134506e+00 2.4286423492e+00 -6.8194064000e-05 1.0490200000e-04 0.0000000000e+00
-1.0020000000e-02 6.6652340446e+04 2.1660926000e-02 6.6213000000e-03 3.6578800000e-03 7.6925752700e-01 4.2473684000e-01 5.0274805494e+00 4.7361002177e+00 2.4266219372e+00 -6.8282212000e-05 1.0486600000e-04 0.0000000000e+00
-1.0010000000e-02 6.6652410111e+04 2.1612627000e-02 6.6219500000e-03 3.6617700000e-03 7.6924483800e-01 4.2473711000e-01 5.0258367783e+00 4.7339465775e+00 2.4245570885e+00 -6.8369943000e-05 1.0482900000e-04 0.0000000000e+00
-1.0000000000e-02 6.6652482754e+04 2.1562148000e-02 6.6225900000e-03 3.6657700000e-03 7.6923206800e-01 4.2473738000e-01 5.0241024164e+00 4.7317019576e+00 2.4224128860e+00 -6.8457229000e-05 1.0479300000e-04 0.0000000000e+00
-9.9900000000e-03 6.6652558319e+04 2.1509513000e-02 6.6231900000e-03 3.6698500000e-03 7.6921921700e-01 4.2473765000e-01 5.0223417211e+00 4.7294219642e+00 2.4202460524e+00 -6.8544047000e-05 1.0475600000e-04 0.0000000000e+00
-9.9800000000e-03 6.6652636746e+04 2.1454748000e-02 6.6237700000e-03 3.6740300000e-03 7.6920628200e-01 4.2473793000e-01 5.0205124536e+00 4.7270668953e+00 2.4179958999e+00 -6.8630364000e-05 1.0471900000e-04 0.0000000000e+00
-9.9700000000e-03 6.6652717973e+04 2.1397880000e-02 6.6243200000e-03 3.6783000000e-03 7.6919326000e-01 4.2473820000e-01 5.0186858746e+00 4.7246571905e+00 2.4156984251e+00 -6.8716152000e-05 1.0468200000e-04 0.0000000000e+00
